,취업인원수,성별,연령,가중값,학력,수학구분,총소비지출액,의류신발,음식,생활필수,여가,IT 및 교육,건강 및 미용
130,1,2,24,857.9297,5,1,960815,0.0067650900537564,0.3541992995529837,0.5089491733580346,0.1224481299729916,0.0,0.0076383070622336
131,1,1,26,855.2695,4,1,1366985,0.1483154533517193,0.4790615844358204,0.150433252742349,0.1391675841358903,0.0,0.0830221253342209
132,1,1,26,1820.1419,5,5,782640,0.0348180517223755,0.4545129305938873,0.4518207605029132,0.0060053153429418,0.0,0.0528442195645507
133,1,1,28,2749.4602,6,1,1115701,0.0467625286703157,0.2417341205215376,0.5097611277573472,0.1346642155918118,0.0243479211724288,0.0427300862865588
134,1,2,24,2689.4848,5,1,1863004,0.0409231542175969,0.1669089277317708,0.559020807255379,0.0624099572518362,0.0134191875057702,0.1573179660376467
135,1,2,27,1666.2289,4,1,1672164,0.0784014008195368,0.3816982066352343,0.4268755935422602,0.0248887070885391,0.0002990137331027,0.0878382742362591
136,1,2,21,2426.7264,5,2,1080543,0.0904128757485819,0.3577784502791652,0.2235163246626927,0.1492786497159298,0.0120309881235638,0.1669836369306913
137,1,1,24,470.4974,3,1,1856259,0.0,0.2101377016892578,0.4522445413059276,0.1910864809274998,0.0,0.1465312760773146
138,1,2,27,867.6182,6,1,1843175,0.1367043281294505,0.1325077651335331,0.4890729312192277,0.0823226226484191,0.0434033664736121,0.1159889863957573
139,1,1,22,367.0174,5,1,2213082,0.0328058336744865,0.2653177785549744,0.5237040471161936,0.0571194379602744,0.0,0.1210529026940709
140,0,2,26,1963.4557,6,1,1021914,0.1568703432969897,0.3123726654102008,0.2663864082496179,0.0999673162320899,0.0573189133332159,0.1070843534778856
141,1,1,28,1502.6399,6,1,3787378,0.126765271382999,0.2868631015969359,0.3342486543460938,0.1293755204788114,0.0822909675242344,0.0404559566011103
142,1,2,24,537.1619,6,1,1443771,0.0583922242516299,0.2701259410252734,0.5695543129762268,0.0401157801341071,0.0,0.0618117416127626
143,1,2,28,1098.8601,5,1,3050901,0.0227037848819086,0.1895430235199372,0.6753057539395739,0.0615244480237149,0.0,0.0509229896348652
144,0,1,21,262.712,6,2,856200,0.0,0.238495678579771,0.605232422331231,0.0583975706610605,0.0,0.0978743284279374
145,1,2,21,992.0943,6,2,846403,0.1596863432667417,0.530386825188474,0.1797335311902249,0.0715002191627392,0.0,0.0586966256026975
146,1,2,20,1399.9478,4,1,1308871,0.0528317916738929,0.2501338940201135,0.4445036982254172,0.0143543557768489,0.0,0.2381777883381937
147,0,2,23,733.1756,4,1,2183580,0.0067297740407953,0.1491816191758488,0.6493212980518231,0.0545915423295688,0.0,0.1401757664019637
148,1,1,27,838.1432,4,1,1245924,0.0642631492771629,0.3167159473611552,0.425393523200452,0.1544387940195389,0.0,0.0391885861416908
149,1,2,20,1525.7104,6,2,1259315,0.134269821291734,0.137138047271731,0.510967470410501,0.0273783763395179,0.0873490746953701,0.1028972099911459
150,0,2,21,1525.7104,6,2,701247,0.0569556803808073,0.4494079832070582,0.3786269317373193,0.0234867314940384,0.0,0.0915226731807765
151,1,2,21,1179.5964,6,2,1244432,0.0078348997775692,0.2759893670365275,0.4942479781940676,0.0917028813145274,0.0,0.1302264808362369
152,1,2,29,1674.1423,6,1,1101059,0.0707037497536462,0.1174414813375123,0.6166381638041195,0.1269305277918803,0.0,0.0682851690962973
153,1,1,26,1734.7902,6,1,1232170,0.0790126362433755,0.3586380126118961,0.3350081563420632,0.149756121314429,0.0087918063254258,0.0687932671628103
154,1,1,24,1734.7902,6,1,1108049,0.167841855369212,0.2546214111469799,0.296642116007505,0.0862028664797315,0.0305338482323435,0.1641570002770635
155,1,2,29,1983.3174,6,1,1729786,0.0393788595814742,0.1790764869180349,0.5606583704573861,0.0418965120540922,0.0,0.178990349095206
156,1,2,21,1725.4889,6,2,1189464,0.0952462621819575,0.4470786841804375,0.1685481864100132,0.0840967023802317,0.0,0.2050310055621692
157,0,2,24,1513.5512,6,1,1347567,0.056985663792598,0.2391732655964416,0.5518708902785538,0.0810371580782254,0.0,0.070933022254181
158,1,1,29,1547.6344,4,1,1341367,0.0166747802801172,0.4330172130371479,0.2716288681621063,0.0775850307932131,0.0284359164941436,0.1726589367413989
159,1,1,22,1570.0924,4,1,1222947,0.0322532374665459,0.2899438814601123,0.5373936891786807,0.0918600724315935,0.0,0.0485491194630674
160,1,1,22,1838.5164,4,1,1335313,0.0709885996766301,0.3007721785079603,0.4255271984920389,0.0878093750304235,0.0,0.1149033971810354
161,1,1,25,238.6924,6,1,798350,0.0,0.249702511429824,0.6212438153691989,0.0342957349533412,0.0,0.0947579382476357
162,1,1,25,1513.5512,6,1,1206140,0.0671704777223207,0.2864095378645928,0.4294435140199313,0.0241340142935314,0.0512345167227685,0.1416087684680053
163,1,1,25,252.8968,6,2,2673571,0.0148864571017564,0.0992904246792024,0.6736338776864351,0.1746338511301925,0.0,0.0375553894024134
164,0,1,23,977.4595,6,2,675155,0.0398738067554857,0.3754930349327191,0.2796069050810554,0.1820826328768949,0.0,0.1229451014952122
165,1,2,23,1230.3563,6,1,865430,0.0516979998382307,0.4662711022266387,0.3600637833215858,0.0401938920536611,0.0,0.0817732225598835
166,1,1,23,279.6706,6,2,1074070,0.0716899270997234,0.4104667293565596,0.4309774968111948,0.0651726609997486,0.0,0.0216931857327734
167,0,1,26,279.6706,6,2,699530,0.0486040627278315,0.4155647363229597,0.2075107572227066,0.2708961731448258,0.0,0.0574242705816762
168,0,1,28,279.6706,6,2,1044370,0.1417122284247919,0.1202638911496883,0.4906977412219807,0.1277325085936976,0.0860806036174918,0.0335130269923494
169,1,1,26,279.6706,6,1,2006950,0.0,0.3342883479907322,0.5526694735793118,0.01749919031366,0.0064276638680584,0.0891153242482373
170,0,1,27,1027.5411,6,1,846033,0.0954454495273825,0.3801270163220583,0.236690530984016,0.1781963587708753,0.0,0.1095406443956677
171,1,1,25,1686.1126,6,1,1001183,0.0568827077567237,0.5458982024265294,0.1566496834245088,0.1260558758988117,0.0834013362192526,0.0311131930925714
172,1,1,27,1027.5411,7,1,1038277,0.0571957194467372,0.3504729470073978,0.4227542361046233,0.0897881779139863,0.0,0.0797908457954861
173,1,2,23,1888.921,6,1,844326,0.0974031357556204,0.2862058020243366,0.261908315034714,0.1736000075800105,0.0423414652634172,0.1385412743419011
174,1,2,29,1736.0727,4,1,896234,0.0398891360961534,0.2382915622482521,0.6174882898885782,0.0239725339587652,0.0,0.0803584778082509
175,1,1,29,463.6553,6,1,1217388,0.1482271880452247,0.2559989091398962,0.3649608834652551,0.0379624244694378,0.0040660824650809,0.1887845124151051
176,1,1,25,279.6706,5,1,1220715,0.0524282899775951,0.203159623663181,0.5713577698316151,0.010198940784704,0.0,0.1628553757429047
177,1,1,26,216.3806,6,1,983370,0.0,0.4148082613868635,0.5181772883045039,0.0223720471440048,0.0,0.0446424031646277
178,1,1,29,1912.7272,4,1,916357,0.0,0.2448936386146447,0.465365572587976,0.231241754032544,0.0,0.0584979434870907
179,0,2,26,1605.7901,4,1,1173126,0.1337963696994184,0.3086590869181997,0.3829631258705373,0.1089448192265792,0.0,0.0656365982852651
180,0,1,23,1685.8918,6,2,1150355,0.0050706086382029,0.16931990559436,0.6856509512280992,0.0906085512733025,0.0355394639046207,0.0138105193614145
181,1,2,28,1607.9616,6,1,2962749,0.122514597085342,0.150130841323379,0.5050147683789615,0.1039980099562939,0.0,0.1183417832560233
182,1,1,23,1533.9863,6,1,1468436,0.0508003072656894,0.3859296557698122,0.414570331972248,0.1105734264210357,0.0,0.0381262785712145
183,1,2,23,576.5842,6,1,1114820,0.0339068190380509,0.2763630003049819,0.4601415475143969,0.0409124342943255,0.0,0.1886761988482445
184,1,1,29,576.5842,7,1,1220695,0.0089293394336832,0.3492764367839632,0.5152540151307247,0.0347597065606068,0.0,0.0917805020910219
185,1,2,21,812.55,6,2,1103889,0.1023943530554249,0.2600660030129841,0.4454587372462267,0.007653849254771,0.0193253125993646,0.1651026507194111
186,1,1,27,1597.3178,5,1,1537217,0.0053128478282506,0.2246345180934116,0.6665408982596471,0.0205488229703418,0.035670305493629,0.0472926073547196
187,1,1,23,458.5556,4,1,1319808,0.161838691688488,0.3209178910871884,0.2061777167588012,0.2171618902143342,0.0050007273785277,0.0889038405586267
188,1,1,25,883.9363,6,2,1048494,0.1431481725217311,0.4692635341737768,0.2257027698775577,0.0518658189746436,0.0,0.1100216119500922
189,0,1,28,883.9363,5,4,613209,0.0,0.2866233209232089,0.476069333620348,0.1879995238165128,0.0,0.0493078216399302
